Law ID,State,State Postal Abbreviation,FIPS Code,Type of Law,Effect,Type of Change,Effective Date,Effective Date Note,Effective Date Month,Effective Date Day,Effective Date Year,Statutory Citation,Content,Supercession Date,Controlling Law at Beginning of Period (1979),Age for Minimum Age Laws,"Length of Waiting Period (days, handguns)",Additional Context and Notes,Caveats and Ambiguities,Exception Code,Updated Contents?
TN1012,Tennessee,TN,47,Castle Doctrine,Permissive,Implement,1/2/1900,"Not sure about year, so using 1/1/1900.",1,1,1900,,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",11/1/1989,1,,,"See Catalfamo (2007), p. 509.",,D,1
TX1039,Texas,TX,48,Castle Doctrine,Permissive,Implement,1/2/1900,"Not sure about year, so using 1/1/1900.",1,1,1900,,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",1/1/1974,,,,,,,
TX1006,Texas,TX,48,Castle Doctrine - Stand Your Ground,Permissive,Modify,9/1/2007,,9,1,2007,Tex. Penal Code § 9.32(C),"A person who has a right to be present at the location where the deadly force is used, who has not provoked the person against whom the deadly force is used, and who is not engaged in criminal activity at the time the deadly force is used is not required to retreat before using deadly force as described by this section.",,,,,,,,1
UT1009,Utah,UT,49,Child access laws - negligent storage (CAP),,,,,,,,,No law imposing child access laws - negligent storage (CAP),,1,,,,,,
UT1010,Utah,UT,49,"Child access laws - intentional, reckless, or knowing provision",Restrictive,Implement,10/21/1993,,10,21,1993,Utah Code Ann. § 76-10-509.6,"(1) A parent or guardian may not intentionally or knowingly provide a firearm to, or permit the possession of a firearm by, any minor who has been convicted of a crime of violence or any minor who has been adjudicated in juvenile court for an offense which would constitute a crime of violence if the minor were an adult.
(2) Any person who violates this section is guilty of:
(a) a class A misdemeanor upon the first offense; and
(b) a third degree felony for each subsequent offense.
",,,,,,,,1
UT1011,Utah,UT,49,Dealer license - handguns,,,,,,,,,No law requiring dealer license for handguns,,1,,,,,,
UT1013,Utah,UT,49,Minimum age for youth possession - long guns,Restrictive,Implement,7/1/1973,,7,1,1973,Utah Code Ann. § 76-10-509(1); Utah Code Ann. § 76-10-509.4(1),"76-10-509.  Possession of dangerous weapon by minor.
(1) A minor under 18 years of age may not possess a dangerous weapon unless he:
     (a) has the permission of his parent or guardian to have the weapon; or
     (b) is accompanied by a parent or guardian while he has the weapon in his possession.
(2) Any minor under 14 years of age in possession of a dangerous weapon shall be accompanied by a responsible adult.
(3) Any person who violates this section is guilty of:
     (a) a class B misdemeanor upon the first offense; and
     (b) a class A misdemeanor for each subsequent offense.         76-10-509.4.  Prohibition of possession of certain weapons by minors.
(1) A minor under 18 years of age may not possess a handgun.
(2) Except as provided by federal law, a minor under 18 years of age may not possess the following:
     (a) a short barreled rifle or short barreled shotgun; or
     (b) a fully automatic weapon.",,1,18,,,,,
UT1014,Utah,UT,49,Minimum purchase and sale age - long guns,Permissive,Implement,10/21/1993,,10,21,1993,Utah Code Ann. §§ 76-10-509.5(1); 76-10-509.9(1),"76-10-509.5.  Penalties for providing certain weapons to a minor.
(1) Any person who provides a handgun to a minor when the possession of the handgun by the minor is a violation of Section 76-10-509.4 is guilty of:
     (a) a class B misdemeanor upon the first offense; and
     (b) a class A misdemeanor for each subsequent offense.
(2) Any person who transfers in violation of applicable state or federal law a short barreled rifle, short barreled shotgun, or fully automatic weapon to a minor is guilty of a third degree felony.
76-10-509.9.  Sales of firearms to juveniles.
(1) A person may not sell any firearm to a minor under 18 years of age unless the minor is accompanied by a parent or guardian.
(2) Any person who violates this section is guilty of a third degree felony.
",,,18,,Not included in the Giffords Law Center to Prevent Gun Violence (undated) website. Vernick and Hepburn (2003) state that it applies to handguns only.,,,
UT1015,Utah,UT,49,Minimum purchase and sale age - handguns,,,,,,,,,No law imposing minimum purchase and sale age for handguns,,1,,,,,H,
UT1017,Utah,UT,49,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
UT1018,Utah,UT,49,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
UT1019,Utah,UT,49,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
UT1020,Utah,UT,49,Open Carry prohibited - loaded hand guns,Restrictive,Implement,1/1/1973,"Not sure about day + month, so using January 1.",1,1,1973,Utah Code Ann. § 76-10-505(1),"Unless otherwise authorized by law, a person may not carry a loaded firearm: (a) in or on a vehicle, unless:
(i) the vehicle is in the person's lawful possession; or
(ii) the person is carrying the loaded firearm in a vehicle with the consent of the person lawfully in possession of the vehicle;
(b) on a public street; or
(c) in a posted prohibited area.",,1,,,,,,
UT1021,Utah,UT,49,Open Carry license required - handguns,Permissive,Modify,5/1/1994,,5,1,1994,"Utah Code Ann. §§ 76-10-505(1), 76-10-523","Utah Code Ann. § 76-10-505. Unless otherwise authorized by law, a person may not carry a loaded firearm:
(a) in or on a vehicle, unless:
(i) the vehicle is in the person's lawful possession; or
(ii) the person is carrying the loaded firearm in a vehicle with the consent of the person lawfully in possession of the vehicle;
(b) on a public street; or
(c) in a posted prohibited area. 
Utah Code Ann. § 76-10-523(2) The provisions of Subsections 76-10-504(1) and (2), and Section 76-10-505 do not apply to any person to whom a permit to carry a concealed firearm has been issued: (a) pursuant to Section 53-5-704.",,,,,,,,
UT1022,Utah,UT,49,Registration - handguns,,,,,,,,,No law requiring registration of handguns,,1,,,,,,
UT1025,Utah,UT,49,Time for background checks - federal minimum,Permissive,Implement,11/30/1998,,11,30,1998,Utah Code Ann. § 76-10-526(1)-(5),"
A criminal background check required by this section shall only apply to the purchase of a handgun until federal law requires the background check to extend to other firearms.
(2) At the time that federal law extends the criminal background check requirement to other firearms, the division shall make rules to extend the background checks required under this section to the other firearms.

(3) For purposes of this section, ""valid permit to carry a concealed firearm"" does not include a temporary permit issued pursuant to Section 53-5-705.

(4) To establish personal identification and residence in this state for purposes of this part, a dealer shall require any person receiving a firearm to present:

   (a) one photo identification on a form issued by a governmental agency of the state; and

   (b) one other documentation of residence which must show an address identical to that shown on the photo identification form.

(5) A criminal history background check is required for the sale of a firearm by a licensed firearm dealer in the state
",,,,,,,,
UT1026,Utah,UT,49,Waiting period - handguns,,,,,,,,,No law imposing waiting period for purchase of handguns,,1,,,,,G,
UT1027,Utah,UT,49,Waiting period - long guns,,,,,,,,,No law imposing waiting period for purchase of long guns,,1,,,,,G,
UT1028,Utah,UT,49,Background checks for private sales - long guns,,,,,,,,,No law requiring background checks for private sales of long guns,,1,,,,,,
UT1029,Utah,UT,49,Background checks for sales from dealers - long guns,,,,,,,,,No law requiring background checks for sales from dealers of long guns,,1,,,,,,
UT1030,Utah,UT,49,"Child access laws - intentional, reckless, or knowing provision",,,,,,,,,"No law imposing child access laws - intentional, reckless, or knowing provision",,1,,,,,,
UT1031,Utah,UT,49,Registration - long guns,,,,,,,,,No law requiring registration of long guns,,1,,,,,,
UT1032,Utah,UT,49,Dealer license - long guns,,,,,,,,,No law requiring dealer license for long guns,,1,,,,,,
UT1033,Utah,UT,49,Minimum age for youth possession - handguns,Restrictive,Implement,7/1/1973,,7,1,1973,Utah Code Ann. § 76-10-509(1); Utah Code Ann. § 76-10-509.4(1),"76-10-509.  Possession of dangerous weapon by minor.
(1) A minor under 18 years of age may not possess a dangerous weapon unless he:
     (a) has the permission of his parent or guardian to have the weapon; or
     (b) is accompanied by a parent or guardian while he has the weapon in his possession.
(2) Any minor under 14 years of age in possession of a dangerous weapon shall be accompanied by a responsible adult.
(3) Any person who violates this section is guilty of:
     (a) a class B misdemeanor upon the first offense; and
     (b) a class A misdemeanor for each subsequent offense.         76-10-509.4.  Prohibition of possession of certain weapons by minors.
(1) A minor under 18 years of age may not possess a handgun.
(2) Except as provided by federal law, a minor under 18 years of age may not possess the following:
     (a) a short barreled rifle or short barreled shotgun; or
     (b) a fully automatic weapon.",,1,18,,,,,
